"","mcc","dollars","spend_month","mcc_grp_jpmci","mcc_merchant_type"
"106",3751,5340.51,0.0452516565269705,"travel_lodging","HOMEWOOD SUITES"
"107",3770,9778.85,0.0828589706654917,"travel_lodging","SPRINGHILL SUITES"
"108",3779,2171.11,0.0183964310528902,"travel_lodging","W HOTELS"
"109",3780,23066.34,0.195447643579793,"travel_lodging","DISNEY RESORTS"
"110",3791,3139.35,0.026600603297802,"travel_lodging","Staybridge Suites"
"111",3812,2826.32,0.0239482112898033,"travel_lodging","Hyatt Place"
"112",3829,4740.43,0.040167008422444,"travel_lodging","Country Inn by Carlson"
"113",4111,486789.8,4.12470809537528,"transitcommute","Local/Suburban Commuter Passenger Transportation - Railroads, Feries, Local Water Transportation."
"114",4112,42201.67,0.357586724059042,"transitcommute","Passenger Railways"
"115",4119,5011,0.0424596248029962,"healthcare_ambl","Ambulance Services"
"116",4121,391905.82,3.32072921079835,"transitcommute","Taxicabs and Limousines"
"117",4131,61948.02,0.524903150366893,"transitcommute","Bus Lines, Including Charters, Tour Buses"
"118",4214,59677.67,0.505665830636005,"profperslsvcs_main","Motor Freight Carriers, Moving and Storage Companies, Trucking - Local/Long Distance, Delivery Services - Local"
"119",4215,22596.87,0.191469691064075,"profperslsvcs_main","Courier Services - Air or Ground, Freight forwarders"
"120",4225,326290.53,2.76475224118355,"profperslsvcs_main","Public warehousing, Storage"
"121",4411,144983.69,1.22848794251724,"travel_lodging","Cruise and Steamship Lines"
"122",4457,6002.48,0.0508607161619414,"entertainment","Boat Rentals and Leases"
"123",4468,28632.79,0.242613753834161,"entertainment","Marinas, Marine Service, and Supplies"
"124",4511,74272.33,0.629330525851989,"travel_air","Airlines, Air Carriers ( not listed elsewhere)"
"125",4582,2391.34,0.020262502330153,"travel_air","Airports, Airport Terminals, Flying Fields"
"126",4722,517374.38,4.38385991967327,"travel_svcs","Travel Agencies and Tour Operations"
"127",4784,411036.34,3.48282753478283,"transitcommute","Toll and Bridge Fees"
"128",4789,57660.18,0.488571065430697,"transitcommute","Transportation Services, Not elsewhere classified)"
"129",4812,673721.44,5.70863292040197,"utilities_telecomm","Telecommunications Equipment including telephone sales"
"130",4814,4573448.41,38.7521260316223,"utilities_telecomm","Fax services, Telecommunication Services"
"131",4816,196279.74,1.66313392872274,"onlinemarket","Computer Network Services"
"132",4829,1113839.21,9.43787566303445,"others_main","Money Orders - Wire Transfer"
"133",4899,3271289.29,27.7185623379484,"utilities_telecomm","Cable and other pay television (previously Cable Services)"
"134",4900,1916545.32,16.2394322899897,"utilities_main","Electric, Gas, Sanitary and Water Utilities"
"135",5013,18305.71,0.155109474825874,"autopartsmfr","Motor vehicle supplies and new parts"
"136",5021,9710.11,0.082276517141453,"homeimprovement_dur","Office and Commercial Furniture"
"137",5039,46725.53,0.395918673422698,"homeimprovement_dur","Construction Materials, Not Elsewhere Classified"
"138",5044,4415.75,0.0374159026589164,"profperslsvcs_main","Office, Photographic, Photocopy, and Microfilm Equipment"
"139",5045,63633.68,0.539186225829958,"electronicsappls_dur","Computers, Computer Peripheral Equipment, Software"
"140",5046,26243.99,0.222372773644698,"homeimprovement_dur","Commercial Equipment, Not Elsewhere Classified"
"141",5047,57602.8,0.488084868409904,"healthcare_equp_gen","Medical, Dental Ophthalmic, Hospital Equipment and Supplies"
"142",5051,3817.13,0.0323436255486451,"homeimprovement_dur","Metal Service Centers and Offices"
"143",5065,31448.36,0.266470877323798,"homeimprovement_dur","Electrical Parts and Equipment"
"144",5072,84427.6,0.715379009981528,"homeimprovement_dur","Hardware Equipment and Supplies"
"145",5074,37155.3,0.31482739921029,"homeimprovement_dur","Plumbing and Heating Equipment and Supplies"
"146",5085,32545.46,0.27576691691098,"homeimprovement_dur","Industrial Supplies, Not Elsewhere Classified"
"147",5094,21310.12,0.180566693216289,"otherretail_dur","Precious Stones and Metals, Watches and Jewelry"
"148",5099,62964.29,0.533514294429663,"otherretail_dur","Durable Goods, Not Elsewhere Classified"
"149",5111,27200.5,0.230477554271382,"otherretail_nondur","Stationery, Office Supplies, Printing, and Writing Paper"
"150",5122,13231.4,0.112113406429528,"drugstore","Drugs, Drug Proprietors, and Druggist's Sundries"
"151",5131,11446,0.0969852056465963,"otherretail_nondur","Piece Goods, Notions, and Other Dry Goods"
"152",5137,39538.93,0.335024572522836,"otherretail_nondur","Men's Women's and Children's Uniforms and Commercial Clothing"
"153",5139,5771.27,0.0489016082292532,"otherretail_nondur","Commercial Footwear"
"154",5169,13712.36,0.116188716975377,"homeimprovement_dur","Chemicals and Allied Products, Not Elsewhere Classified"
"155",5172,3538.23,0.029980426714569,"otherretail_nondur","Petroleum and Petroleum Products"
"156",5192,52617.24,0.445840803945161,"otherretail_nondur","Books, Periodicals, and Newspapers"
"157",5193,18692.95,0.15839066921995,"homeimprovement_flowr","Florists' Supplies, Nursery Stock and Flowers"
"158",5198,7058.3,0.0598069785964853,"homeimprovement_dur","Paints, Varnishes, and Supplies"
"159",5199,45996.6,0.389742242708739,"otherretail_nondur","Non-durable Goods, Not Elsewhere Classified"
"160",5200,2352389.34,19.9324623362538,"homeimprovement_dur","Home Supply Warehouse Stores"
"161",5211,110764.16,0.938536155501703,"homeimprovement_dur","Lumber and Building Materials Stores"
"162",5231,67973.9,0.575962141368266,"homeimprovement_dur","Glass, Paint, and Wallpaper Stores"
"163",5251,346282.64,2.93415106170245,"homeimprovement_dur","Hardware Stores"
"164",5261,131377.26,1.11319680048806,"homeimprovement_dur","Nurseries - Lawn and Garden Supply Store"
"165",5271,2009.23,0.0170247758816452,"autodealer_mobile","Mobile Home Dealers"
"166",5300,3459106.58,29.3099915267163,"discountstore","Wholesale Clubs"
"167",5309,19778.81,0.167591469097934,"otherretail_nondur","Duty Free Store"
"168",5310,2268709.3,19.2234176142622,"discountstore","Discount Stores"
"169",5311,1799523.48,15.2478730363165,"departmentstore","Department Stores"
"170",5331,611664.57,5.18280745310037,"discountstore","Variety Stores"
"171",5399,612607.07,5.19079352302191,"otherretail_nondur","Misc. General Merchandise"
"172",5411,25638484.59,217.242154501856,"grocery_main","Grocery Stores, Supermarkets"
"173",5422,96524.66,0.817880831737532,"grocery_main","Meat Provisioners - Freezer and Locker"
"174",5441,45017.25,0.381443932281516,"grocery_main","Candy, Nut, and Confectionery Stores"
"175",5451,8518.69,0.0721812774322561,"otherretail_nondur","Dairy Products Stores"
"176",5462,149701.86,1.26846633564372,"restaurant_main","Bakeries"
"177",5499,1284333.26,10.8825201240489,"grocery_main","Misc. Food Stores - Convenience Stores and Specialty Markets"
"178",5511,1067394.36,9.04433527089088,"autodealer_dur","Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing"
"179",5521,236149.79,2.00096417495636,"autodealer_dur","Automobile and Truck Dealers (Used Only)"
"180",5532,427928.55,3.62596002304733,"autopartsmfr","Automotive Tire Stores"
"181",5533,870226,7.37367181277432,"autopartsmfr","Automotive Parts, Accessories Stores"
"182",5541,3641226.73,30.8531472317782,"fuel","Service Stations ( with or without ancillary services)"
"183",5542,6900827.09,58.472665949262,"fuel","Automated Fuel Dispensers"
"184",5551,18229.98,0.154467793048518,"otherretail_dur","Boat Dealers"
"185",5561,11598.48,0.0982772119507194,"autodealer_dur","Recreational and Utility Trailers, Camp Dealers"
"186",5571,105553.64,0.894385941127625,"autodealer_dur","Motorcycle Dealers"
"187",5599,100086.64,0.84806249894084,"autodealer_dur","Miscellaneous Auto Dealers "
"188",5611,180084.82,1.52590977647478,"otherretail_nondur","Men's and Boy's Clothing and Accessories Stores"
"189",5621,713475.91,6.04548382450135,"otherretail_nondur","Women's Ready-to-Wear Stores"
"190",5631,311221.5,2.63706807436154,"otherretail_nondur","Women's Accessory and Specialty Shops"
"191",5641,185451.8,1.57138572082225,"otherretail_nondur","Children's and Infant's Wear Stores"
"192",5651,1464426.17,12.4084984493891,"otherretail_nondur","Family Clothing Stores"
"193",5655,360843.97,3.0575333423715,"otherretail_nondur","Sports Apparel, Riding Apparel Stores"
"194",5661,846377.08,7.17159314680811,"otherretail_nondur","Shoe Stores"
"195",5691,610130.24,5.16980663966514,"otherretail_nondur","Men's and Women's Clothing Stores"
"196",5697,11651.06,0.0987227372095782,"otherretail_nondur","Tailors, Seamstress, Mending, and Alterations"
"197",5698,12661.16,0.107281601111695,"otherretail_nondur","Wig and Toupee Stores"
"198",5699,508226.07,4.30634369333491,"otherretail_nondur","Miscellaneous Apparel and Accessory Shops"
"199",5712,807849.51,6.8451381145249,"homeimprovement_dur","Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances"
"200",5713,91704.86,0.777041298784931,"homeimprovement_dur","Floor Covering Stores"
"201",5714,9293.39,0.0787455303428291,"homeimprovement_dur","Drapery, Window Covering and Upholstery Stores"
"202",5718,3706.59,0.0314069887644258,"homeimprovement_dur","Fireplace, Fireplace Screens, and Accessories Stores"
"203",5719,462542.01,3.91924969072514,"homeimprovement_dur","Miscellaneous Home Furnishing Specialty Stores"
"204",5722,177582.68,1.50470843430663,"electronicsappls_dur","Household Appliance Stores"
"205",5732,1028505.6,8.71481977325493,"electronicsappls_dur","Electronic Sales"
"206",5733,131319.28,1.11270551949703,"otherretail_dur","Music Stores, Musical Instruments, Piano Sheet Music"
"207",5734,238995.39,2.0250757511566,"electronicsappls_dur","Computer Software Stores"
"208",5735,408076.26,3.45774593706045,"otherretail_nondur","Record Shops"
"209",5811,37449.96,0.317324136996051,"restaurant_main","Caterers"
"210",5812,10079296.49,85.4047390228609,"restaurant_main","Eating places and Restaurants"
"211",5813,388802.79,3.29443635716586,"restaurant_alc","Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques"
"212",5814,5945751.27,50.3800375366469,"restaurant_main","Fast Food Restaurants"
"213",5912,2987797.21,25.3164535070921,"drugstore","Drug Stores and Pharmacies"
"214",5921,998939.19,8.46429519225881,"grocery_alc","Package Stores - Beer, Wine, and Liquor"
"215",5931,174432.57,1.47801665847583,"discountstore","Used Merchandise and Secondhand Stores"
"216",5932,32104.52,0.272030707180261,"homeimprovement_dur","Antique Shops"
"217",5933,61631.62,0.522222203392703,"otherretail_nondur","Pawn Shops and Salvage Yards"
"218",5935,6823,0.0578132149333153,"profperslsvcs_main","Wrecking and Salvage Yards"
"219",5940,67742.67,0.574002863969903,"otherretail_dur","Bicycle Shops - Sales and Service"
"220",5941,824932.51,6.98988722059347,"otherretail_dur","Sporting Goods Stores"
"221",5942,1750826,14.8352454710298,"otherretail_nondur","Book Stores"
"222",5943,234561.91,1.98750961717704,"otherretail_nondur","Stationery Stores, Office and School Supply Stores"
"223",5944,370005.05,3.13515777254317,"otherretail_dur","Watch, Clock, Jewelry, and Silverware Stores"
"224",5945,493982.57,4.1856544764358,"otherretail_nondur","Hobby, Toy, and Game Shops"
"225",5946,47008.18,0.398313647070786,"otherretail_dur","Camera and Photographic Supply Stores"
"226",5947,352039.77,2.98293285769967,"otherretail_nondur","Card Shops, Gift, Novelty, and Souvenir Shops"
"227",5948,25167.95,0.213255181413005,"otherretail_nondur","Leather Foods Stores"
"228",5949,91135.68,0.772218475147859,"otherretail_nondur","Sewing, Needle, Fabric, and Price Goods Stores"
"229",5950,13557.61,0.114877476317172,"homeimprovement_dur","Glassware/Crystal Stores"
"230",5960,386583.99,3.27563583521158,"insurance","Direct Marketing- Insurance Service"
"231",5963,4326.71,0.0366614414750292,"directmktgcatalog","Door-to-Door Sales"
"232",5964,244788.66,2.07416377162806,"directmktgcatalog","Direct Marketing - Catalog Merchant"
"233",5965,163064.42,1.38169109796811,"directmktgcatalog","Direct Marketing - Catalog and Catalog and Retail Merchant"
"234",5966,1150.43,0.00974791980884272,"directmktgcatalog","Direct Marketing- Outbound Telemarketing Merchant"
"235",5967,54699.22,0.463482011218628,"directmktgcatalog","Direct Marketing - Inbound Teleservices Merchant"
"236",5968,806484.17,6.83356920130828,"directmktgcatalog","Direct Marketing - Continuity/Subscription Merchant"
"237",5969,452964.66,3.83809808673253,"directmktgcatalog","Direct Marketing - Not Elsewhere Classified"
"238",5970,193669.56,1.64101713297971,"otherretail_nondur","Artist's Supply and Craft Shops"
"239",5971,31607.29,0.267817536308021,"homeimprovement_dur","Art Dealers and Galleries"
"240",5972,1767.12,0.0149733091562304,"otherretail_nondur","Stamp and Coin Stores - Philatelic and Numismatic Supplies"
"241",5973,14574.72,0.123495737938281,"otherretail_nondur","Religious Goods Stores"
"242",5975,2055,0.0174125980782592,"healthcare_equp_oth","Hearing Aids - Sales, Service, and Supply Stores"
"243",5976,4626.1,0.0391982578928638,"healthcare_equp_oth","Orthopedic Goods Prosthetic Devices"
"244",5977,550463.76,4.66423562507414,"otherretail_nondur","Cosmetic Stores"
"245",5983,64589.29,0.547283380501279,"fuel","Fuel - Fuel Oil, Wood, Coal, Liquefied Petroleum"
"246",5992,109280.77,0.925966971139996,"homeimprovement_flowr","Florists"
"247",5993,231463.93,1.96125955362741,"otherretail_nondur","Cigar Stores and Stands"
"248",5994,43569.46,0.369176396820824,"otherretail_nondur","News Dealers and Newsstands"
"249",5995,694260.28,5.88266433933807,"otherretail_nondur","Pet Shops, Pet Foods, and Supplies Stores"
"250",5996,60059.21,0.508898727312783,"otherretail_pool","Swimming Pools - Sales, Service, and Supplies"
"251",5997,1597.41,0.0135353081733295,"otherretail_nondur","Electric Razor Stores - Sales and Service"
"252",5999,1567582.67,13.2825727431409,"otherretail_nondur","Miscellaneous and Specialty Retail Stores"
"253",6010,524487.97,4.44413538612754,"others_main","Financial Institutions - Manual Cash Disbursements"
"254",6012,812532.9,6.88482180684302,"others_main","Financial Institutions - Merchandise and Services"
"255",6051,470657.72,3.98801640427731,"others_main","Non-Financial Institutions - Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques"
"256",6300,3249966.23,27.5378860004406,"insurance","Insurance Sales, Underwriting, and Premiums"
"257",6513,392687.47,3.32735235303089,"others_main","Real Estate Agents and Managers - Rentals"
"258",7011,578966.32,4.90574590316731,"travel_lodging","Lodging - Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)"
"259",7012,77964.9,0.66061871917843,"travel_lodging","Timeshares"
"260",7032,28541.09,0.241836753715535,"entertainment","Sporting and Recreational Camps"
"261",7033,22747.37,0.1927449202664,"travel_lodging","Trailer Parks and Camp Grounds"
"262",7210,13981.8,0.118471758545307,"profperslsvcs_main","Laundry, Cleaning, and Garment Services"
"263",7211,22686.23,0.192226863698758,"profperslsvcs_main","Laundry - Family and Commercial"
"264",7216,213588.95,1.80979977630531,"profperslsvcs_main","Dry Cleaners"
"265",7217,7240.72,0.0613526750156756,"profperslsvcs_main","Carpet and Upholstery Cleaning"
"266",7221,45213.91,0.383110288261113,"profperslsvcs_main","Photographic Studios"
"267",7230,1285576.88,10.8930576691691,"profperslsvcs_main","Barber and Beauty Shops"
"268",7251,7671.29,0.0650010167940484,"profperslsvcs_main","Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops"
"269",7261,31464.71,0.266609415512888,"profperslsvcs_unpred","Funeral Service and Crematories"
"270",7273,36057.31,0.305523818400583,"profperslsvcs_main","Dating and Escort Services"
"271",7276,71573.39,0.606461641444525,"profperslsvcs_main","Tax Preparation Service"
"272",7277,26113.02,0.221263027673745,"profperslsvcs_main","Counseling Service - Debt, Marriage, Personal"
"273",7278,20774.47,0.176027978782898,"onlinemarket","Buying/Shopping Services, Clubs"
"274",7296,13472.58,0.114156993001068,"profperslsvcs_main","Clothing Rental - Costumes, Formal Wear, Uniforms"
"275",7297,9143.84,0.0774783507600535,"profperslsvcs_main","Massage Parlors"
"276",7298,321990.37,2.72831576539172,"profperslsvcs_main","Health and Beauty Shops"
"277",7299,672525.48,5.69849921198461,"onlinemarket","Miscellaneous Personal Services ( not elsewhere classifies)"
"278",7311,84862.68,0.719065566269552,"profperslsvcs_main","Advertising Services"
"279",7321,14166.32,0.120035248860343,"profperslsvcs_main","Consumer Credit Reporting Agencies"
"280",7333,29854.64,0.252966835567456,"profperslsvcs_main","Commercial Photography, Art and Graphics"
"281",7338,22053.6,0.186866410208612,"profperslsvcs_main","Quick Copy, Reproduction and Blueprinting Services"
"282",7342,37033.67,0.313796793709434,"profperslsvcs_main","Exterminating and Disinfecting Services"
"283",7349,20185.35,0.171036197868122,"profperslsvcs_main","Cleaning and Maintenance, Janitorial Services"
"284",7361,1738.29,0.0147290243861106,"profperslsvcs_unpred","Employment Agencies, Temporary Help Services"
"285",7372,46881.86,0.397243301869206,"electronicsappls_dur","Computer Programming, Integrated Systems Design and Data Processing Services"
"286",7375,5973.22,0.0506127878798149,"profperslsvcs_unpred","Information Retrieval Services"
"287",7379,20039.1,0.169796980121676,"electronicsappls_nondur","Computer Maintenance and Repair Services, Not Elsewhere Classified"
"288",7392,52940.94,0.448583605890627,"profperslsvcs_main","Management, Consulting, and Public Relations Services"
"289",7393,89537.63,0.758677744072938,"profperslsvcs_unpred","Protective and Security Services - Including Armored Carsand Guard Dogs"
"290",7394,212243.98,1.79840346387839,"profperslsvcs_main","Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental"
"291",7395,16275.4,0.137906082123066,"profperslsvcs_main","Photofinishing Laboratories, Photo Developing"
"292",7399,663550.21,5.622449202664,"onlinemarket","Business Services, Not Elsewhere Classified"
"293",7512,33799.38,0.2863917368537,"travel_auto","Car Rental Companies ( Not Listed Below)"
"294",7513,106830.59,0.905205900794794,"autodealer_svcs","Truck and Utility Trailer Rentals"
"295",7523,256071.89,2.16976978088088,"transitcommute","Automobile Parking Lots and Garages"
"296",7531,122593.03,1.03876552729245,"autodealer_repair","Automotive Body Repair Shops"
"297",7534,17124.91,0.145104221389957,"autodealer_repair","Tire Re-treading and Repair Shops"
"298",7535,3404.06,0.028843566235659,"autodealer_repair","Paint Shops - Automotive"
"299",7538,805115.62,6.82197308885085,"autodealer_repair","Automotive Service Shops"
"300",7542,207885.9,1.76147621549255,"autodealer_svcs","Car Washes"
"301",7549,38758.9,0.328415157009948,"autodealer_repair","Towing Services"
"302",7622,7399.6,0.0626989103357115,"electronicsappls_nondur","Radio Repair Shops"
"303",7623,4458.12,0.0377749156908268,"profperslsvcs_main","Air Conditioning and Refrigeration Repair Shops"
"304",7629,6659.94,0.0564315612872613,"electronicsappls_nondur","Electrical And Small Appliance Repair Shops"
"305",7631,9156.22,0.0775832500127099,"profperslsvcs_unpred","Watch, Clock, and Jewelry Repair"
"306",7641,1478,0.0125235133623685,"homeimprovement_dur","Furniture, Furniture Repair, and Furniture Refinishing"
"307",7692,3298.74,0.0279511599925435,"profperslsvcs_main","Welding Repair"
"308",7699,42907.59,0.363568184514227,"profperslsvcs_unpred","Repair Shops and Related Services -Miscellaneous"
"309",7829,8257.47,0.0699678862546391,"profperslsvcs_main","Motion Pictures and Video Tape Production and Distribution"
"310",7832,412607.21,3.4961379620058,"entertainment","Motion Picture Theaters"
"311",7841,111548.65,0.945183361860055,"entertainment","Video Tape Rental Stores"
"312",7911,62148.25,0.526599755969428,"school","Dance Halls, Studios and Schools"
"313",7922,451307.11,3.8240531952753,"entertainment","Theatrical Producers (Except Motion Pictures), Ticket Agencies"
"314",7929,24152.48,0.204650815977224,"entertainment","Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)"
"315",7932,6928.57,0.0587077394973648,"entertainment","Billiard and Pool Establishments"
"316",7933,37114.2,0.314479147248725,"entertainment","Bowling Alleys"
"317",7941,34625.8,0.293394227999119,"entertainment","Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters"
"318",7991,70999.71,0.601600688030639,"entertainment","Tourist Attractions and Exhibits"
"319",7992,73890.85,0.626098137572235,"entertainment","Golf Courses - Public"
"320",7993,170254.32,1.4426131607043,"entertainment","Video Amusement Game Supplies"
"321",7994,77179.37,0.653962700604992,"entertainment","Video Game Arcades/Establishments"
"322",7995,9750,0.0826145164296972,"entertainment","Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)"
"323",7996,203295.8,1.7225829958142,"entertainment","Amusement Parks, Carnivals, Circuses, Fortune Tellers"
"324",7997,766287.47,6.49297115694216,"entertainment","Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses"
"325",7998,17391.25,0.147360995780305,"entertainment","Aquariums, Sea-aquariums, Dolphinariums"
"326",7999,232212.54,1.9676027385653,"entertainment","Recreation Services (Not Elsewhere Classified)"
"327",8011,708628.06,6.00440661593994,"healthcare_phys_gen","Doctors and Physicians (Not Elsewhere Classified)"
"328",8021,701000.52,5.93977630530936,"healthcare_dntl","Dentists and Orthodontists"
"329",8041,77089.63,0.65320230812249,"healthcare_phys_oth","Chiropractors"
